via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona,kilometros
Avenida,22,Calle,39,Calle,41,Avenida 22 entre Calle 39 y Calle 41,280,Punta Gorda,1.8
Avenida,22,Calle,41,Calle,43,Avenida 22 entre Calle 41 y Calle 43,270,Punta Gorda,1.7
Avenida,22,Calle,43,Calle,45,Avenida 22 entre Calle 43 y Calle 45,260,Punta Gorda,1.6
Avenida,22,Calle,57,Calle,57A,Avenida 22 entre Calle 57 y Calle 57A,210,Punta Gorda,1.1
Avenida,22,Calle,57A,Calle,59,Avenida 22 entre Calle 57A y Calle 59,210,Punta Gorda,1.1
Avenida,22,Calle,59,Calle,59A,Avenida 22 entre Calle 59 y Calle 59A,220,Punta Gorda,1.2
Avenida,22,Calle,59A,Calle,61,Avenida 22 entre Calle 59A y Calle 61,230,Punta Gorda,1.3
Avenida,22,Calle,61,Calle,63,Avenida 22 entre Calle 61 y Calle 63,240,Punta Gorda,1.4
Avenida,22,Calle,63,Calle,65,Avenida 22 entre Calle 63 y Calle 65,250,Punta Gorda,1.5
Avenida,24,Calle,41,Calle,43,Avenida 24 entre Calle 41 y Calle 43,260,Punta Gorda,1.6
Avenida,24,Calle,43,Calle,45,Avenida 24 entre Calle 43 y Calle 45,250,Punta Gorda,1.5
Avenida,24,Calle,45,Calle,47,Avenida 24 entre Calle 45 y Calle 47,250,Punta Gorda,1.5
Avenida,24,Calle,47,Calle,51A,Avenida 24 entre Calle 47 y Calle 51A,220,Punta Gorda,1.2
Avenida,24,Calle,51A,Calle,53,Avenida 24 entre Calle 51A y Calle 53,220,Punta Gorda,1.2
Avenida,24,Calle,53,Calle,57,Avenida 24 entre Calle 53 y Calle 57,210,Punta Gorda,1.1
Avenida,24,Calle,57,Calle,59,Avenida 24 entre Calle 57 y Calle 59,210,Punta Gorda,1.1
Avenida,24,Calle,59,Calle,61,Avenida 24 entre Calle 59 y Calle 61,220,Punta Gorda,1.2
Avenida,24A,Calle,53,Calle,57,Avenida 24A entre Calle 53 y Calle 57,200,Punta Gorda,1
Avenida,26,Calle,37,Calle,39,Avenida 26 entre Calle 37 y Calle 39,270,Punta Gorda,1.7
Avenida,26,Calle,39,Calle,41,Avenida 26 entre Calle 39 y Calle 41,260,Punta Gorda,1.6
Avenida,26,Calle,41,Calle,43,Avenida 26 entre Calle 41 y Calle 43,250,Punta Gorda,1.5
Avenida,26,Calle,43,Calle,45,Avenida 26 entre Calle 43 y Calle 45,240,Punta Gorda,1.4
Avenida,26,Calle,45,Calle,47,Avenida 26 entre Calle 45 y Calle 47,230,Punta Gorda,1.3
Avenida,26,Calle,47,Calle,49,Avenida 26 entre Calle 47 y Calle 49,220,Punta Gorda,1.2
Avenida,26,Calle,49,Calle,51A,Avenida 26 entre Calle 49 y Calle 51A,210,Punta Gorda,1.1
Avenida,26,Calle,51A,Calle,53,Avenida 26 entre Calle 51A y Calle 53,210,Punta Gorda,1.1
Avenida,26,Calle,53,Calle,57,Avenida 26 entre Calle 53 y Calle 57,200,Punta Gorda,1
Avenida,26,Calle,57,Calle,59,Avenida 26 entre Calle 57 y Calle 59,200,Punta Gorda,1
Avenida,26,Calle,59,Calle,61,Avenida 26 entre Calle 59 y Calle 61,210,Punta Gorda,1.1
Avenida,26,Calle,61,Calle,63,Avenida 26 entre Calle 61 y Calle 63,220,Punta Gorda,1.2
Avenida,CALLE ANCHA,Calle,CALLE ANCHA,Calle,CALLE ANCHA,Avenida CALLE ANCHA entre Calle CALLE ANCHA y Calle CALLE ANCHA,250,Punta Gorda,1.5
Avenida,28,Calle,43,Calle,45,Avenida 28 entre Calle 43 y Calle 45,230,Casco Historico,1.3
Avenida,28,Calle,45,Calle,47,Avenida 28 entre Calle 45 y Calle 47,220,Casco Historico,1.2
Avenida,28,Calle,47,Calle,49,Avenida 28 entre Calle 47 y Calle 49,210,Casco Historico,1.1
Avenida,28,Calle,49,Calle,51A,Avenida 28 entre Calle 49 y Calle 51A,200,Casco Historico,1
Avenida,28,Calle,51A,Calle,57,Avenida 28 entre Calle 51A y Calle 57,200,Casco Historico,0.8
Avenida,28,Calle,57,Calle,59,Avenida 28 entre Calle 57 y Calle 59,200,Casco Historico,0.8
Avenida,28,Calle,59,Calle,61,Avenida 28 entre Calle 59 y Calle 61,200,Casco Historico,1
Avenida,28,Calle,61,Calle,63,Avenida 28 entre Calle 61 y Calle 63,210,Casco Historico,1.1
Avenida,28A,Calle,79,Calle,81,Avenida 28A entre Calle 79 y Calle 81,300,Junco Sur,2
Avenida,30,Calle,43,Calle,45,Avenida 30 entre Calle 43 y Calle 45,220,Casco Historico,1.2
Avenida,30,Calle,45,Calle,47,Avenida 30 entre Calle 45 y Calle 47,210,Casco Historico,1.1
Avenida,30,Calle,47,Calle,49,Avenida 30 entre Calle 47 y Calle 49,200,Casco Historico,1
Avenida,30,Calle,49,Calle,51A,Avenida 30 entre Calle 49 y Calle 51A,200,Casco Historico,0.9
Avenida,30,Calle,57,Calle,59,Avenida 30 entre Calle 57 y Calle 59,200,Reparto de los Medicos,0.7
Avenida,30,Calle,59,Calle,61,Avenida 30 entre Calle 59 y Calle 61,200,Reparto de los Medicos,0.8
Avenida,30,Calle,61,Calle,63,Avenida 30 entre Calle 61 y Calle 63,200,Reparto de los Medicos,0.9
Avenida,30,Calle,79,Calle,81,Avenida 30 entre Calle 79 y Calle 81,320,Junco Sur,2.2
Avenida,30,Calle,81,Calle,83,Avenida 30 entre Calle 81 y Calle 83,330,Junco Sur,2.3
Avenida,30,Calle,83,Calle,87,Avenida 30 entre Calle 83 y Calle 87,350,Junco Sur,2.5
Avenida,30,Calle,87,Calle,89,Avenida 30 entre Calle 87 y Calle 89,360,Junco Sur,2.6
Avenida,32,Calle,37,Calle,39,Avenida 32 entre Calle 37 y Calle 39,240,Casco Historico,1.4
Avenida,32,Calle,39,Calle,41,Avenida 32 entre Calle 39 y Calle 41,230,Casco Historico,1.3
Avenida,32,Calle,41,Calle,43,Avenida 32 entre Calle 41 y Calle 43,220,Casco Historico,1.2
Avenida,32,Calle,43,Calle,45,Avenida 32 entre Calle 43 y Calle 45,210,Casco Historico,1.1
Avenida,32,Calle,45,Calle,47,Avenida 32 entre Calle 45 y Calle 47,200,Casco Historico,1
Avenida,32,Calle,47,Calle,49,Avenida 32 entre Calle 47 y Calle 49,200,Casco Historico,0.9
Avenida,32,Calle,49,Calle,51A,Avenida 32 entre Calle 49 y Calle 51A,200,Casco Historico,0.8
Avenida,32,Calle,57,Calle,59,Avenida 32 entre Calle 57 y Calle 59,200,Reparto de los Medicos,0.7
Avenida,32,Calle,59,Calle,61,Avenida 32 entre Calle 59 y Calle 61,200,Reparto de los Medicos,0.8
Avenida,32,Calle,75,Calle,77,Avenida 32 entre Calle 75 y Calle 77,250,Junco Sur,1.5
Avenida,32,Calle,77,Calle,79,Avenida 32 entre Calle 77 y Calle 79,300,Junco Sur,2
Avenida,32,Calle,79,Calle,81,Avenida 32 entre Calle 79 y Calle 81,300,Junco Sur,2
Avenida,32,Calle,81,Calle,83,Avenida 32 entre Calle 81 y Calle 83,310,Junco Sur,2.1
Avenida,32,Calle,83,Calle,85,Avenida 32 entre Calle 83 y Calle 85,310,Junco Sur,2.1
Avenida,32,Calle,85,Calle,87,Avenida 32 entre Calle 85 y Calle 87,320,Junco Sur,2.2
Avenida,32,Calle,87,Calle,89,Avenida 32 entre Calle 87 y Calle 89,330,Junco Sur,2.3
Avenida,32,Calle,89,Calle,91,Avenida 32 entre Calle 89 y Calle 91,340,Junco Sur,2.4
Avenida,34,Calle,37,Calle,39,Avenida 34 entre Calle 37 y Calle 39,230,Casco Historico,1.3
Avenida,34,Calle,39,Calle,41,Avenida 34 entre Calle 39 y Calle 41,220,Casco Historico,1.2
Avenida,34,Calle,41,Calle,43,Avenida 34 entre Calle 41 y Calle 43,210,Casco Historico,1.1
Avenida,34,Calle,43,Calle,45,Avenida 34 entre Calle 43 y Calle 45,200,Casco Historico,1
Avenida,34,Calle,45,Calle,47,Avenida 34 entre Calle 45 y Calle 47,200,Casco Historico,1
Avenida,34,Calle,57,Calle,59,Avenida 34 entre Calle 57 y Calle 59,200,Reparto de los Medicos,0.5
Avenida,34,Calle,59,Calle,61,Avenida 34 entre Calle 59 y Calle 61,200,Reparto de los Medicos,0.6
Avenida,34,Calle,61,Calle,63,Avenida 34 entre Calle 61 y Calle 63,200,Reparto de los Medicos,0.7
Avenida,34,Calle,75,Calle,77,Avenida 34 entre Calle 75 y Calle 77,250,Junco Sur,1.5
Avenida,34,Calle,77,Calle,79,Avenida 34 entre Calle 77 y Calle 79,260,Junco Sur,1.6
Avenida,34,Calle,79,Calle,81,Avenida 34 entre Calle 79 y Calle 81,280,Junco Sur,1.8
Avenida,34,Calle,81,Calle,83,Avenida 34 entre Calle 81 y Calle 83,290,Junco Sur,1.9
Avenida,34,Calle,83,Calle,85,Avenida 34 entre Calle 83 y Calle 85,300,Junco Sur,2
Avenida,34,Calle,85,Calle,87,Avenida 34 entre Calle 85 y Calle 87,310,Junco Sur,2.1
Avenida,36,Calle,7,Calle,9,Avenida 36 entre Calle 7 y Calle 9,430,Reina,3.3
Avenida,36,Calle,37,Calle,39,Avenida 36 entre Calle 37 y Calle 39,200,Casco Historico,1
Avenida,36,Calle,39,Calle,41,Avenida 36 entre Calle 39 y Calle 41,200,Casco Historico,0.9
Avenida,36,Calle,41,Calle,43,Avenida 36 entre Calle 41 y Calle 43,200,Casco Historico,0.8
Avenida,36,Calle,43,Calle,45,Avenida 36 entre Calle 43 y Calle 45,200,Casco Historico,0.7
Avenida,36,Calle,45,Calle,47,Avenida 36 entre Calle 45 y Calle 47,200,Casco Historico,0.7
Avenida,36,Calle,57,Calle,59,Avenida 36 entre Calle 57 y Calle 59,200,Reparto de los Medicos,0.4
Avenida,36,Calle,79,Calle,79A,Avenida 36 entre Calle 79 y Calle 79A,270,Junco Sur,1.7
Avenida,36,Calle,79A,Calle,81,Avenida 36 entre Calle 79A y Calle 81,260,Junco Sur,1.6
Avenida,36A,Calle,79,Calle,79A,Avenida 36A entre Calle 79 y Calle 79A,270,Junco Sur,1.7
Avenida,36A,Calle,79A,Calle,81,Avenida 36A entre Calle 79A y Calle 81,260,Junco Sur,1.6
Avenida,38,Calle,5,Calle,7,Avenida 38 entre Calle 5 y Calle 7,410,Reina,3.1
Avenida,38,Calle,7,Calle,9,Avenida 38 entre Calle 7 y Calle 9,410,Reina,3.1
Avenida,38,Calle,37,Calle,39,Avenida 38 entre Calle 37 y Calle 39,210,Casco Historico,1.1
Avenida,38,Calle,39,Calle,41,Avenida 38 entre Calle 39 y Calle 41,200,Casco Historico,1
Avenida,38,Calle,41,Calle,43,Avenida 38 entre Calle 41 y Calle 43,200,Casco Historico,0.9
Avenida,38,Calle,43,Calle,45,Avenida 38 entre Calle 43 y Calle 45,200,Casco Historico,0.8
Avenida,38,Calle,45,Calle,47,Avenida 38 entre Calle 45 y Calle 47,200,Casco Historico,0.8
Avenida,38,Calle,57,Calle,57A,Avenida 38 entre Calle 57 y Calle 57A,200,Reparto de los Medicos,0.3
Avenida,38,Calle,57A,Calle,59,Avenida 38 entre Calle 57A y Calle 59,200,Reparto de los Medicos,0.3
Avenida,38,Calle,79,Calle,79A,Avenida 38 entre Calle 79 y Calle 79A,250,Junco Sur,1.5
Avenida,38,Calle,79A,Calle,81,Avenida 38 entre Calle 79A y Calle 81,250,Junco Sur,1.5
Avenida,40,Calle,5,Calle,7,Avenida 40 entre Calle 5 y Calle 7,400,Reina,3
Avenida,40,Calle,7,Calle,9,Avenida 40 entre Calle 7 y Calle 9,390,Reina,2.9
Avenida,40,Calle,9,Calle,11,Avenida 40 entre Calle 9 y Calle 11,380,Reina,2.8
Avenida,40,Calle,33,Calle,35,Avenida 40 entre Calle 33 y Calle 35,240,Casco Historico,1.4
Avenida,40,Calle,35,Calle,37,Avenida 40 entre Calle 35 y Calle 37,230,Casco Historico,1.3
Avenida,40,Calle,37,Calle,39,Avenida 40 entre Calle 37 y Calle 39,220,Casco Historico,1.2
Avenida,40,Calle,39,Calle,41,Avenida 40 entre Calle 39 y Calle 41,210,Casco Historico,1.1
Avenida,40,Calle,41,Calle,43,Avenida 40 entre Calle 41 y Calle 43,200,Casco Historico,1
Avenida,40,Calle,43,Calle,45,Avenida 40 entre Calle 43 y Calle 45,200,Casco Historico,0.9
Avenida,40,Calle,45,Calle,45A,Avenida 40 entre Calle 45 y Calle 45A,200,Casco Historico,0.7
Avenida,40,Calle,57A,Calle,59,Avenida 40 entre Calle 57A y Calle 59,200,Reparto de los Medicos,0.4
Avenida,40,Calle,59,Calle,61A,Avenida 40 entre Calle 59 y Calle 61A,200,Reparto Hermanas Giral,0.5
Avenida,40,Calle,79A,Calle,81,Avenida 40 entre Calle 79A y Calle 81,240,Junco Sur,1.4
Avenida,42,Calle,5,Calle,7,Avenida 42 entre Calle 5 y Calle 7,390,Reina,2.9
Avenida,42,Calle,7,Calle,9,Avenida 42 entre Calle 7 y Calle 9,380,Reina,2.8
Avenida,42,Calle,9,Calle,11,Avenida 42 entre Calle 9 y Calle 11,370,Reina,2.7
Avenida,42,Calle,11,Calle,13,Avenida 42 entre Calle 11 y Calle 13,360,Reina,2.6
Avenida,42,Calle,33,Calle,35,Avenida 42 entre Calle 33 y Calle 35,230,Casco Historico,1.3
Avenida,42,Calle,35,Calle,37,Avenida 42 entre Calle 35 y Calle 37,220,Casco Historico,1.2
Avenida,42,Calle,37,Calle,39,Avenida 42 entre Calle 37 y Calle 39,210,Casco Historico,1.1
Avenida,42,Calle,39,Calle,41,Avenida 42 entre Calle 39 y Calle 41,200,Casco Historico,1
Avenida,42,Calle,41,Calle,43,Avenida 42 entre Calle 41 y Calle 43,200,Casco Historico,0.9
Avenida,42,Calle,43,Calle,45,Avenida 42 entre Calle 43 y Calle 45,200,Casco Historico,0.8
Avenida,42,Calle,47,Calle,49,Avenida 42 entre Calle 47 y Calle 49,200,5 de septiembre,0.3
Avenida,42,Calle,49,Calle,51,Avenida 42 entre Calle 49 y Calle 51,200,5 de septiembre,0.2
Avenida,42,Calle,55,Calle,57,Avenida 42 entre Calle 55 y Calle 57,200,5 de septiembre,0.2
Avenida,42,Calle,57,Calle,59,Avenida 42 entre Calle 57 y Calle 59,200,5 de septiembre,0.1
Avenida,42,Calle,59,Calle,61,Avenida 42 entre Calle 59 y Calle 61,200,5 de septiembre,0.2
Avenida,42,Calle,61,Calle,63,Avenida 42 entre Calle 61 y Calle 63,200,5 de septiembre,0.3
Avenida,42,Calle,63,Calle,65,Avenida 42 entre Calle 63 y Calle 65,200,5 de septiembre,0.4
Avenida,42,Calle,65,Calle,67,Avenida 42 entre Calle 65 y Calle 67,200,5 de septiembre,0.5
Avenida,42,Calle,67,Calle,69,Avenida 42 entre Calle 67 y Calle 69,200,5 de septiembre,0.6
Avenida,42,Calle,69,Calle,71,Avenida 42 entre Calle 69 y Calle 71,200,5 de septiembre,0.7
Avenida,42,Calle,71,Calle,73,Avenida 42 entre Calle 71 y Calle 73,200,5 de septiembre,0.8
Avenida,42,Calle,73,Calle,75,Avenida 42 entre Calle 73 y Calle 75,200,5 de septiembre,0.9
Avenida,42,Calle,75,Calle,77,Avenida 42 entre Calle 75 y Calle 77,200,5 de septiembre,1
Avenida,42,Calle,77,Calle,79,Avenida 42 entre Calle 77 y Calle 79,210,5 de septiembre,1.1
Avenida,42,Calle,79,Calle,81,Avenida 42 entre Calle 79 y Calle 81,220,5 de septiembre,1.2
Avenida,42,Calle,81,Calle,97,Avenida 42 entre Calle 81 y Calle 97,250,Junco Sur,1.5
Avenida,42,Calle,97,Calle,CIRCUNVALACION,Avenida 42 entre Calle 97 y Calle CIRCUNVALACION,300,Junco Sur,2
Avenida,JUNCO VIEJO,Calle,JUNCO VIEJO,Calle,JUNCO VIEJO,Avenida JUNCO VIEJO entre Calle JUNCO VIEJO y Calle JUNCO VIEJO,360,Junco Sur,2.6
Avenida,44,Calle,5,Calle,7,Avenida 44 entre Calle 5 y Calle 7,390,Reina,2.9
Avenida,44,Calle,7,Calle,9,Avenida 44 entre Calle 7 y Calle 9,380,Reina,2.8
Avenida,44,Calle,9,Calle,11,Avenida 44 entre Calle 9 y Calle 11,370,Reina,2.7
Avenida,44,Calle,11,Calle,13,Avenida 44 entre Calle 11 y Calle 13,360,Reina,2.6
Avenida,44,Calle,13,Calle,15,Avenida 44 entre Calle 13 y Calle 15,350,Reina,2.5
Avenida,44,Calle,33,Calle,35,Avenida 44 entre Calle 33 y Calle 35,220,Casco Historico,1.2
Avenida,44,Calle,35,Calle,37,Avenida 44 entre Calle 35 y Calle 37,220,Casco Historico,1.2
Avenida,44,Calle,37,Calle,39,Avenida 44 entre Calle 37 y Calle 39,200,Casco Historico,0.9
Avenida,44,Calle,39,Calle,41,Avenida 44 entre Calle 39 y Calle 41,200,Casco Historico,0.8
Avenida,44,Calle,41,Calle,43,Avenida 44 entre Calle 41 y Calle 43,200,Casco Historico,0.7
Avenida,44,Calle,43,Calle,45,Avenida 44 entre Calle 43 y Calle 45,200,Casco Historico,0.6
Avenida,44,Calle,45,Calle,47,Avenida 44 entre Calle 45 y Calle 47,200,Casco Historico,0.5
Avenida,44,Calle,47,Calle,49,Avenida 44 entre Calle 47 y Calle 49,200,Casco Historico,0.4
Avenida,44,Calle,49,Calle,51,Avenida 44 entre Calle 49 y Calle 51,200,Casco Historico,0.3
Avenida,44,Calle,59,Calle,61,Avenida 44 entre Calle 59 y Calle 61,200,Casco Historico,0.4
Avenida,44,Calle,61,Calle,63,Avenida 44 entre Calle 61 y Calle 63,200,La Juanita,0.4
Avenida,44,Calle,63,Calle,65,Avenida 44 entre Calle 63 y Calle 65,200,La Juanita,0.5
Avenida,44,Calle,67,Calle,69,Avenida 44 entre Calle 67 y Calle 69,200,La Juanita,0.6
Avenida,44,Calle,69,Calle,71,Avenida 44 entre Calle 69 y Calle 71,200,La Juanita,0.7
Avenida,44,Calle,71,Calle,73,Avenida 44 entre Calle 71 y Calle 73,200,La Juanita,0.8
Avenida,44,Calle,73,Calle,75,Avenida 44 entre Calle 73 y Calle 75,200,La Juanita,0.9
Avenida,46,Calle,7,Calle,7A,Avenida 46 entre Calle 7 y Calle 7A,350,Reina,2.5
Avenida,46,Calle,7A,Calle,9,Avenida 46 entre Calle 7A y Calle 9,340,Reina,2.4
Avenida,46,Calle,9,Calle,9A,Avenida 46 entre Calle 9 y Calle 9A,330,Reina,2.3
Avenida,46,Calle,9A,Calle,11,Avenida 46 entre Calle 9A y Calle 11,320,Reina,2.2
Avenida,46,Calle,11,Calle,13,Avenida 46 entre Calle 11 y Calle 13,310,Reina,2.1
Avenida,46,Calle,13,Calle,15,Avenida 46 entre Calle 13 y Calle 15,300,Reina,2
Avenida,46,Calle,15,Calle,17,Avenida 46 entre Calle 15 y Calle 17,290,Reina,1.9
Avenida,46,Calle,17,Calle,19,Avenida 46 entre Calle 17 y Calle 19,280,Reina,1.8
Avenida,46,Calle,19,Calle,21,Avenida 46 entre Calle 19 y Calle 21,270,Casco Historico,1.7
Avenida,46,Calle,21,Calle,23,Avenida 46 entre Calle 21 y Calle 23,260,Casco Historico,1.6
Avenida,46,Calle,23,Calle,25,Avenida 46 entre Calle 23 y Calle 25,250,Casco Historico,1.5
Avenida,46,Calle,25,Calle,27,Avenida 46 entre Calle 25 y Calle 27,240,Casco Historico,1.4
Avenida,46,Calle,27,Calle,29,Avenida 46 entre Calle 27 y Calle 29,230,Casco Historico,1.3
Avenida,46,Calle,29,Calle,31,Avenida 46 entre Calle 29 y Calle 31,220,Casco Historico,1.2
Avenida,46,Calle,31,Calle,33,Avenida 46 entre Calle 31 y Calle 33,210,Casco Historico,1.1
Avenida,46,Calle,33,Calle,35,Avenida 46 entre Calle 33 y Calle 35,200,Casco Historico,1
Avenida,46,Calle,35,Calle,37,Avenida 46 entre Calle 35 y Calle 37,200,Casco Historico,0.9
Avenida,46,Calle,37,Calle,39,Avenida 46 entre Calle 37 y Calle 39,200,Casco Historico,0.8
Avenida,46,Calle,39,Calle,41,Avenida 46 entre Calle 39 y Calle 41,200,Casco Historico,0.7
Avenida,46,Calle,41,Calle,43,Avenida 46 entre Calle 41 y Calle 43,200,Casco Historico,0.6
Avenida,46,Calle,43,Calle,45,Avenida 46 entre Calle 43 y Calle 45,200,Casco Historico,0.5
Avenida,46,Calle,45,Calle,47,Avenida 46 entre Calle 45 y Calle 47,200,Casco Historico,0.4
Avenida,46,Calle,47,Calle,49,Avenida 46 entre Calle 47 y Calle 49,200,Casco Historico,0.3
Avenida,46,Calle,49,Calle,51,Avenida 46 entre Calle 49 y Calle 51,200,Casco Historico,0.2
Avenida,46,Calle,57,Calle,59,Avenida 46 entre Calle 57 y Calle 59,200,Casco Historico,0.2
Avenida,46,Calle,59,Calle,61,Avenida 46 entre Calle 59 y Calle 61,200,Casco Historico,0.4
Avenida,46,Calle,61,Calle,63,Avenida 46 entre Calle 61 y Calle 63,200,La Juanita,0.5
Avenida,46,Calle,63,Calle,65,Avenida 46 entre Calle 63 y Calle 65,200,La Juanita,0.6
Avenida,46,Calle,65,Calle,67,Avenida 46 entre Calle 65 y Calle 67,200,La Juanita,0.7
Avenida,46,Calle,69,Calle,71,Avenida 46 entre Calle 69 y Calle 71,200,La Juanita,0.9
Avenida,46,Calle,71,Calle,73,Avenida 46 entre Calle 71 y Calle 73,200,La Juanita,1
Avenida,46,Calle,73,Calle,75,Avenida 46 entre Calle 73 y Calle 75,210,La Juanita,1.1
Avenida,46,Calle,75,Calle,77,Avenida 46 entre Calle 75 y Calle 77,220,La Juanita,1.2
Avenida,48,Calle,5,Calle,7,Avenida 48 entre Calle 5 y Calle 7,370,Reina,2.7
Avenida,48,Calle,7,Calle,7A,Avenida 48 entre Calle 7 y Calle 7A,360,Reina,2.6
Avenida,48,Calle,7A,Calle,9A,Avenida 48 entre Calle 7A y Calle 9A,350,Reina,2.5
Avenida,48,Calle,9A,Calle,11,Avenida 48 entre Calle 9A y Calle 11,340,Reina,2.4
Avenida,48,Calle,11,Calle,13,Avenida 48 entre Calle 11 y Calle 13,330,Reina,2.3
Avenida,48,Calle,13,Calle,15,Avenida 48 entre Calle 13 y Calle 15,320,Reina,2.2
Avenida,48,Calle,15,Calle,17,Avenida 48 entre Calle 15 y Calle 17,310,Reina,2.1
Avenida,48,Calle,17,Calle,19,Avenida 48 entre Calle 17 y Calle 19,300,Reina,2
Avenida,48,Calle,19,Calle,21,Avenida 48 entre Calle 19 y Calle 21,290,Casco Historico,1.9
Avenida,48,Calle,21,Calle,23,Avenida 48 entre Calle 21 y Calle 23,280,Casco Historico,1.8
Avenida,48,Calle,23,Calle,25,Avenida 48 entre Calle 23 y Calle 25,270,Casco Historico,1.7
Avenida,48,Calle,25,Calle,27,Avenida 48 entre Calle 25 y Calle 27,260,Casco Historico,1.6
Avenida,48,Calle,27,Calle,29,Avenida 48 entre Calle 27 y Calle 29,250,Casco Historico,1.5
Avenida,48,Calle,29,Calle,31,Avenida 48 entre Calle 29 y Calle 31,240,Casco Historico,1.4
Avenida,48,Calle,31,Calle,33,Avenida 48 entre Calle 31 y Calle 33,230,Casco Historico,1.3
Avenida,48,Calle,33,Calle,35,Avenida 48 entre Calle 33 y Calle 35,220,Casco Historico,1.2
Avenida,48,Calle,35,Calle,37,Avenida 48 entre Calle 35 y Calle 37,210,Casco Historico,1.1
Avenida,48,Calle,37,Calle,39,Avenida 48 entre Calle 37 y Calle 39,200,Casco Historico,1
Avenida,48,Calle,39,Calle,41,Avenida 48 entre Calle 39 y Calle 41,200,Casco Historico,0.9
Avenida,48,Calle,41,Calle,43,Avenida 48 entre Calle 41 y Calle 43,200,Casco Historico,0.8
Avenida,48,Calle,43,Calle,45,Avenida 48 entre Calle 43 y Calle 45,200,Casco Historico,0.7
Avenida,48,Calle,45,Calle,47,Avenida 48 entre Calle 45 y Calle 47,200,Casco Historico,0.6
Avenida,48,Calle,47,Calle,49,Avenida 48 entre Calle 47 y Calle 49,200,Casco Historico,0.6
Avenida,48,Calle,49,Calle,51,Avenida 48 entre Calle 49 y Calle 51,200,Casco Historico,0.5
Avenida,48,Calle,51,Calle,53,Avenida 48 entre Calle 51 y Calle 53,200,Casco Historico,0.5
Avenida,48,Calle,53,Calle,55,Avenida 48 entre Calle 53 y Calle 55,200,Casco Historico,0.5
Avenida,48,Calle,55,Calle,57,Avenida 48 entre Calle 55 y Calle 57,200,Casco Historico,0.4
Avenida,48,Calle,57,Calle,59,Avenida 48 entre Calle 57 y Calle 59,200,Casco Historico,0.4
Avenida,48,Calle,59,Calle,61,Avenida 48 entre Calle 59 y Calle 61,200,Casco Historico,0.5
Avenida,48,Calle,61,Calle,63,Avenida 48 entre Calle 61 y Calle 63,200,La Juanita,0.6
Avenida,48,Calle,63,Calle,65,Avenida 48 entre Calle 63 y Calle 65,200,La Juanita,0.7
Avenida,48,Calle,65,Calle,67,Avenida 48 entre Calle 65 y Calle 67,200,La Juanita,0.8
Avenida,48,Calle,67,Calle,69,Avenida 48 entre Calle 67 y Calle 69,200,La Juanita,0.9
Avenida,48,Calle,69,Calle,71,Avenida 48 entre Calle 69 y Calle 71,200,La Juanita,1
Avenida,48,Calle,71,Calle,73,Avenida 48 entre Calle 71 y Calle 73,210,La Juanita,1.1
Avenida,48,Calle,73,Calle,75,Avenida 48 entre Calle 73 y Calle 75,220,La Juanita,1.2
Avenida,48,Calle,77,Calle,79,Avenida 48 entre Calle 77 y Calle 79,240,La Juanita,1.4
Avenida,48A,Calle,77,Calle,79,Avenida 48A entre Calle 77 y Calle 79,250,La Juanita,1.5
Avenida,50,Calle,7,Calle,7A,Avenida 50 entre Calle 7 y Calle 7A,370,Reina,2.7
Avenida,50,Calle,7A,Calle,9A,Avenida 50 entre Calle 7A y Calle 9A,360,Reina,2.6
Avenida,50,Calle,9A,Calle,11,Avenida 50 entre Calle 9A y Calle 11,350,Reina,2.5
Avenida,50,Calle,11,Calle,13,Avenida 50 entre Calle 11 y Calle 13,340,Reina,2.4
Avenida,50,Calle,13,Calle,15,Avenida 50 entre Calle 13 y Calle 15,330,Reina,2.3
Avenida,50,Calle,15,Calle,17,Avenida 50 entre Calle 15 y Calle 17,330,Reina,2.3
Avenida,50,Calle,19,Calle,21,Avenida 50 entre Calle 19 y Calle 21,300,Casco Historico,2
Avenida,50,Calle,21,Calle,23,Avenida 50 entre Calle 21 y Calle 23,290,Casco Historico,1.9
Avenida,50,Calle,23,Calle,25,Avenida 50 entre Calle 23 y Calle 25,280,Casco Historico,1.8
Avenida,50,Calle,25,Calle,27,Avenida 50 entre Calle 25 y Calle 27,270,Casco Historico,1.7
Avenida,50,Calle,27,Calle,29,Avenida 50 entre Calle 27 y Calle 29,260,Casco Historico,1.6
Avenida,50,Calle,29,Calle,31,Avenida 50 entre Calle 29 y Calle 31,250,Casco Historico,1.5
Avenida,50,Calle,31,Calle,33,Avenida 50 entre Calle 31 y Calle 33,240,Casco Historico,1.4
Avenida,50,Calle,33,Calle,35,Avenida 50 entre Calle 33 y Calle 35,230,Casco Historico,1.3
Avenida,50,Calle,35,Calle,37,Avenida 50 entre Calle 35 y Calle 37,230,Casco Historico,1.3
Avenida,50,Calle,37,Calle,39,Avenida 50 entre Calle 37 y Calle 39,200,Casco Historico,1
Avenida,50,Calle,39,Calle,41,Avenida 50 entre Calle 39 y Calle 41,200,Casco Historico,0.9
Avenida,50,Calle,41,Calle,43,Avenida 50 entre Calle 41 y Calle 43,200,Casco Historico,0.8
Avenida,50,Calle,43,Calle,45,Avenida 50 entre Calle 43 y Calle 45,200,Casco Historico,0.7
