via,numero_de_la_via,via,cruce_1,via,cruce_2,direccion_completa,precio,zona,kilometros
Calle,65,Avenida,44,Avenida,46,Calle 65 entre Avenida 44 y Avenida 46,200,La Juanita,0.6
Calle,65,Avenida,46,Avenida,48,Calle 65 entre Avenida 46 y Avenida 48,200,La Juanita,0.7
Calle,65,Avenida,48,Avenida,50,Calle 65 entre Avenida 48 y Avenida 50,200,La Juanita,0.8
Calle,65,Avenida,50,Avenida,52,Calle 65 entre Avenida 50 y Avenida 52,200,La Juanita,0.9
Calle,65,Avenida,52,Avenida,54,Calle 65 entre Avenida 52 y Avenida 54,200,La Juanita,1
Calle,65,Avenida,54,Avenida,56,Calle 65 entre Avenida 54 y Avenida 56,210,La Juanita,1.1
Calle,65,Avenida,56,Avenida,58,Calle 65 entre Avenida 56 y Avenida 58,220,La Juanita,1.2
Calle,65,Avenida,58,Avenida,60,Calle 65 entre Avenida 58 y Avenida 60,230,La Juanita,1.3
Calle,65,Avenida,60,Avenida,62,Calle 65 entre Avenida 60 y Avenida 62,240,La Juanita,1.4
Calle,65,Avenida,62,Avenida,64A,Calle 65 entre Avenida 62 y Avenida 64A,250,La Juanita,1.5
Calle,65,Calle,4 NE,Calle,6 NE,Calle 65 entre Calle 4 NE y Calle 6 NE,280,La Juanita,1.8
Calle,65,Calle,6 NE,Calle,8 NE,Calle 65 entre Calle 6 NE y Calle 8 NE,270,La Juanita,1.7
Calle,65,Calle,8 NE,Calle,10 NE,Calle 65 entre Calle 8 NE y Calle 10 NE,270,La Juanita,1.7
Calle,65A,Avenida,70,Avenida,72,Calle 65A entre Avenida 70 y Avenida 72,350,Pueblo Grifo ,2.5
Calle,65,Avenida,72,Avenida,74,Calle 65 entre Avenida 72 y Avenida 74,350,Pueblo Grifo ,2.5
Calle,65,Avenida,74,Avenida,76,Calle 65 entre Avenida 74 y Avenida 76,360,Pueblo Grifo ,2.6
Calle,65,Avenida,76,Avenida,78,Calle 65 entre Avenida 76 y Avenida 78,370,Pueblo Grifo ,2.7
Calle,65,Avenida,78,Avenida,78A,Calle 65 entre Avenida 78 y Avenida 78A,380,Pueblo Grifo ,2.8
Calle,65,Avenida,78A,Calle,65A,Calle 65 entre Avenida 78A y Calle 65A,400,Pueblo Grifo ,3
Calle,65A,Calle,65,Avenida,80,Calle 65A entre Calle 65 y Avenida 80,410,Pueblo Grifo ,3.1
Calle,65,Calle,65A,Avenida,80,Calle 65 entre Calle 65A y Avenida 80,410,Pueblo Grifo ,3.1
Calle,67,Calle,63,Avenida,42,Calle 67 entre Calle 63 y Avenida 42,200,Reparto Hermanas Giral,0.6
Calle,67,Avenida,42,Avenida,44,Calle 67 entre Avenida 42 y Avenida 44,200,La Juanita,0.5
Calle,67,Avenida,44,Avenida,46,Calle 67 entre Avenida 44 y Avenida 46,200,La Juanita,0.6
Calle,67,Avenida,46,Avenida,48,Calle 67 entre Avenida 46 y Avenida 48,200,La Juanita,0.7
Calle,67,Avenida,48,Avenida,50,Calle 67 entre Avenida 48 y Avenida 50,200,La Juanita,0.8
Calle,67,Avenida,50,Avenida,52,Calle 67 entre Avenida 50 y Avenida 52,210,La Juanita,1.1
Calle,67,Avenida,52,Avenida,54,Calle 67 entre Avenida 52 y Avenida 54,220,La Juanita,1.2
Calle,67,Avenida,54,Avenida,56,Calle 67 entre Avenida 54 y Avenida 56,230,La Juanita,1.3
Calle,67,Avenida,56,Avenida,58,Calle 67 entre Avenida 56 y Avenida 58,240,La Juanita,1.4
Calle,67,Avenida,58,Avenida,60,Calle 67 entre Avenida 58 y Avenida 60,250,La Juanita,1.5
Calle,67,Avenida,60,Avenida,62,Calle 67 entre Avenida 60 y Avenida 62,260,La Juanita,1.6
Calle,67,Avenida,62,Avenida,64A,Calle 67 entre Avenida 62 y Avenida 64A,270,La Juanita,1.7
Calle,67,Avenida,64A,Calle,12 NE,Calle 67 entre Avenida 64A y Calle 12 NE,280,La Juanita,1.8
Calle,67,Calle,10 NE,Calle,12 NE,Calle 67 entre Calle 10 NE y Calle 12 NE,270,La Juanita,1.7
Calle,67,Calle,8 NE,Calle,10 NE,Calle 67 entre Calle 8 NE y Calle 10 NE,280,La Juanita,1.8
Calle,67 NE,Calle,4 NE,Calle,6 NE,Calle 67 NE entre Calle 4 NE y Calle 6 NE,340,La Juanita,2.4
Calle,67,Avenida,70,Avenida,72,Calle 67 entre Avenida 70 y Avenida 72,370,Pueblo Grifo ,2.7
Calle,67,Avenida,72,Avenida,74,Calle 67 entre Avenida 72 y Avenida 74,370,Pueblo Grifo ,2.7
Calle,67,Avenida,74,Avenida,78,Calle 67 entre Avenida 74 y Avenida 78,380,Pueblo Grifo ,2.8
Calle,69,Avenida,42,Avenida,44,Calle 69 entre Avenida 42 y Avenida 44,200,La Juanita,0.9
Calle,69,Avenida,44,Avenida,46,Calle 69 entre Avenida 44 y Avenida 46,200,La Juanita,1
Calle,69,Avenida,46,Avenida,48,Calle 69 entre Avenida 46 y Avenida 48,210,La Juanita,1.1
Calle,69,Avenida,48,Avenida,50,Calle 69 entre Avenida 48 y Avenida 50,220,La Juanita,1.2
Calle,69,Avenida,50,Avenida,52,Calle 69 entre Avenida 50 y Avenida 52,230,La Juanita,1.3
Calle,69,Avenida,52,Avenida,54,Calle 69 entre Avenida 52 y Avenida 54,240,La Juanita,1.4
Calle,69,Avenida,54,Avenida,56,Calle 69 entre Avenida 54 y Avenida 56,250,La Juanita,1.5
Calle,69,Avenida,56,Avenida,58,Calle 69 entre Avenida 56 y Avenida 58,260,La Juanita,1.6
Calle,69,Avenida,58,Avenida,60,Calle 69 entre Avenida 58 y Avenida 60,270,La Juanita,1.7
Calle,69,Avenida,60,Avenida,62,Calle 69 entre Avenida 60 y Avenida 62,280,La Juanita,1.8
Calle,69,Avenida,62,Avenida,64A,Calle 69 entre Avenida 62 y Avenida 64A,290,La Juanita,1.9
Calle,69,Avenida,72,Avenida,74,Calle 69 entre Avenida 72 y Avenida 74,380,Pueblo Grifo ,2.8
Calle,69,Avenida,74,Avenida,78,Calle 69 entre Avenida 74 y Avenida 78,390,Pueblo Grifo ,2.9
Calle,69,Avenida,78,Avenida,78A,Calle 69 entre Avenida 78 y Avenida 78A,410,Pueblo Grifo ,3.1
Calle,69,Avenida,78A,Avenida,80,Calle 69 entre Avenida 78A y Avenida 80,420,Pueblo Grifo ,3.2
Calle,71,Avenida,42,Avenida,44,Calle 71 entre Avenida 42 y Avenida 44,200,La Juanita,0.8
Calle,71,Avenida,44,Avenida,46,Calle 71 entre Avenida 44 y Avenida 46,200,La Juanita,0.9
Calle,71,Avenida,46,Avenida,48,Calle 71 entre Avenida 46 y Avenida 48,200,La Juanita,1
Calle,71,Avenida,48,Avenida,50,Calle 71 entre Avenida 48 y Avenida 50,210,La Juanita,1.1
Calle,71,Avenida,50,Avenida,52,Calle 71 entre Avenida 50 y Avenida 52,220,La Juanita,1.2
Calle,71,Avenida,52,Avenida,54,Calle 71 entre Avenida 52 y Avenida 54,230,La Juanita,1.3
Calle,71,Avenida,54,Avenida,56,Calle 71 entre Avenida 54 y Avenida 56,240,La Juanita,1.4
Calle,71,Avenida,56,Avenida,58,Calle 71 entre Avenida 56 y Avenida 58,250,La Juanita,1.5
Calle,71,Avenida,58,Avenida,60,Calle 71 entre Avenida 58 y Avenida 60,260,La Juanita,1.6
Calle,71,Avenida,60,Avenida,62,Calle 71 entre Avenida 60 y Avenida 62,270,La Juanita,1.7
Calle,71,Avenida,62,Avenida,64A,Calle 71 entre Avenida 62 y Avenida 64A,280,La Juanita,1.8
Calle,71,Avenida,64A,Calle,14 NE,Calle 71 entre Avenida 64A y Calle 14 NE,290,La Juanita,1.9
Calle,71,Calle,10 NE,Calle,12 NE,Calle 71 entre Calle 10 NE y Calle 12 NE,310,La Juanita,2.1
Calle,71,Calle,12 NE,Calle,14 NE,Calle 71 entre Calle 12 NE y Calle 14 NE,300,La Juanita,2
Calle,71,Avenida,78,Avenida,78A,Calle 71 entre Avenida 78 y Avenida 78A,440,Pueblo Grifo ,3.4
Calle,71,Avenida,78A,Avenida,80,Calle 71 entre Avenida 78A y Avenida 80,450,Pueblo Grifo ,3.5
Calle,73,Avenida,42,Avenida,44,Calle 73 entre Avenida 42 y Avenida 44,200,La Juanita,0.9
Calle,73,Avenida,44,Avenida,46,Calle 73 entre Avenida 44 y Avenida 46,200,La Juanita,1
Calle,73,Avenida,46,Avenida,48,Calle 73 entre Avenida 46 y Avenida 48,210,La Juanita,1.1
Calle,73,Avenida,48,Avenida,50,Calle 73 entre Avenida 48 y Avenida 50,220,La Juanita,1.2
Calle,73,Avenida,50,Avenida,52,Calle 73 entre Avenida 50 y Avenida 52,230,La Juanita,1.3
Calle,73,Avenida,52,Avenida,54,Calle 73 entre Avenida 52 y Avenida 54,240,La Juanita,1.4
Calle,73,Avenida,54,Avenida,56,Calle 73 entre Avenida 54 y Avenida 56,250,La Juanita,1.5
Calle,73,Avenida,56,Avenida,58,Calle 73 entre Avenida 56 y Avenida 58,260,La Juanita,1.6
Calle,73,Avenida,58,Avenida,60,Calle 73 entre Avenida 58 y Avenida 60,270,La Juanita,1.7
Calle,73,Avenida,60,Avenida,62,Calle 73 entre Avenida 60 y Avenida 62,280,La Juanita,1.8
Calle,73,Avenida,62,Avenida,64A,Calle 73 entre Avenida 62 y Avenida 64A,290,La Juanita,1.9
Calle,73,Avenida,64A,Calle,16 NE,Calle 73 entre Avenida 64A y Calle 16 NE,290,La Juanita,1.9
Calle,73,Calle,6 NE,Calle,8 NE,Calle 73 entre Calle 6 NE y Calle 8 NE,330,La Juanita,2.3
Calle,73,Calle,8 NE,Calle,10 NE,Calle 73 entre Calle 8 NE y Calle 10 NE,320,La Juanita,2.2
Calle,73,Calle,10 NE,Calle,12 NE,Calle 73 entre Calle 10 NE y Calle 12 NE,310,La Juanita,2.1
Calle,73,Calle,12 NE,Calle,14 NE,Calle 73 entre Calle 12 NE y Calle 14 NE,300,La Juanita,2
Calle,73,Calle,14 NE,Calle,16 NE,Calle 73 entre Calle 14 NE y Calle 16 NE,290,La Juanita,1.9
Calle,75,Avenida,28,Avenida,30A,Calle 75 entre Avenida 28 y Avenida 30A,270,Callejon Calabazas,1.7
Calle,75,Avenida,30A,Avenida,32,Calle 75 entre Avenida 30A y Avenida 32,280,Callejon Calabazas,1.8
Calle,75,Avenida,32,Avenida,34,Calle 75 entre Avenida 32 y Avenida 34,290,Callejon Calabazas,1.9
Calle,75,Avenida,34,Avenida,36,Calle 75 entre Avenida 34 y Avenida 36,240,Callejon Calabazas,1.4
Calle,75,Avenida,36,Avenida,38,Calle 75 entre Avenida 36 y Avenida 38,210,Callejon Calabazas,1.1
Calle,75,Avenida,38,Avenida,40,Calle 75 entre Avenida 38 y Avenida 40,200,Callejon Calabazas,1
Calle,75,Avenida,40,Avenida,42,Calle 75 entre Avenida 40 y Avenida 42,200,Callejon Calabazas,1
Calle,75,Avenida,42,Avenida,44,Calle 75 entre Avenida 42 y Avenida 44,200,La Juanita,1
Calle,75,Avenida,44,Avenida,46,Calle 75 entre Avenida 44 y Avenida 46,210,La Juanita,1.1
Calle,75,Avenida,46,Avenida,48,Calle 75 entre Avenida 46 y Avenida 48,220,La Juanita,1.2
Calle,75,Avenida,48,Avenida,50,Calle 75 entre Avenida 48 y Avenida 50,230,La Juanita,1.3
Calle,75,Avenida,50,Avenida,52,Calle 75 entre Avenida 50 y Avenida 52,240,La Juanita,1.4
Calle,75,Avenida,52,Avenida,54,Calle 75 entre Avenida 52 y Avenida 54,250,La Juanita,1.5
Calle,75,Avenida,54,Avenida,56,Calle 75 entre Avenida 54 y Avenida 56,260,La Juanita,1.6
Calle,75,Avenida,56,Avenida,58,Calle 75 entre Avenida 56 y Avenida 58,270,La Juanita,1.7
Calle,75,Avenida,58,Avenida,60,Calle 75 entre Avenida 58 y Avenida 60,280,Tulipan,1.8
Calle,75,Avenida,60,Avenida,62,Calle 75 entre Avenida 60 y Avenida 62,290,Tulipan,1.9
Calle,75,Avenida,62,Avenida,64A,Calle 75 entre Avenida 62 y Avenida 64A,300,Tulipan,2
Calle,75,Avenida,64A,Calle,18 NE,Calle 75 entre Avenida 64A y Calle 18 NE,300,Tulipan,2
Calle,75,Calle,2 NE,Calle,4 NE,Calle 75 entre Calle 2 NE y Calle 4 NE,360,Tulipan,2.6
Calle,75,Calle,4 NE ,Calle,6 NE,Calle 75 entre Calle 4 NE  y Calle 6 NE,350,Tulipan,2.5
Calle,75,Calle,6 NE,Calle,8 NE ,Calle 75 entre Calle 6 NE y Calle 8 NE ,340,Tulipan,2.4
Calle,75,Calle,8 NE ,Calle,10 NE ,Calle 75 entre Calle 8 NE  y Calle 10 NE ,330,Tulipan,2.3
Calle,75,Calle,10 NE ,Calle,12 NE ,Calle 75 entre Calle 10 NE  y Calle 12 NE ,320,Tulipan,2.2
Calle,75,Calle,12 NE ,Calle,14 NE ,Calle 75 entre Calle 12 NE  y Calle 14 NE ,310,Tulipan,2.1
Calle,75,Calle,14 NE ,Calle,16 NE ,Calle 75 entre Calle 14 NE  y Calle 16 NE ,300,Tulipan,2
Calle,75,Calle,16 NE ,Calle,18 NE,Calle 75 entre Calle 16 NE  y Calle 18 NE,290,Tulipan,1.9
Calle,75,Avenida,64,Calle,2 NE,Calle 75 entre Avenida 64 y Calle 2 NE,360,Tulipan,2.6
Calle,77,Avenida,48,Avenida,48A,Calle 77 entre Avenida 48 y Avenida 48A,250,La Juanita,1.5
Calle,77,Avenida,48A,Avenida,50,Calle 77 entre Avenida 48A y Avenida 50,240,La Juanita,1.4
Calle,77,Avenida,58,Avenida,60,Calle 77 entre Avenida 58 y Avenida 60,280,Tulipan,1.8
Calle,77,Avenida,60,Avenida,62,Calle 77 entre Avenida 60 y Avenida 62,290,Tulipan,1.9
Calle,77,Avenida,62,Avenida,64A,Calle 77 entre Avenida 62 y Avenida 64A,300,Tulipan,2
Calle,77,Avenida,20 NE,Calle,18 NE,Calle 77 entre Avenida 20 NE y Calle 18 NE,320,Tulipan,2.2
Calle,77,Avenida,64,Calle,4 NE,Calle 77 entre Avenida 64 y Calle 4 NE,370,Tulipan,2.7
Calle,77,Calle,4 NE,Calle,6 NE,Calle 77 entre Calle 4 NE y Calle 6 NE,360,Tulipan,2.6
Calle,77,Calle,6 NE,Calle,8 NE,Calle 77 entre Calle 6 NE y Calle 8 NE,350,Tulipan,2.5
Calle,77,Calle,8 NE,Calle,10 NE,Calle 77 entre Calle 8 NE y Calle 10 NE,340,Tulipan,2.4
Calle,77,Calle,10 NE,Calle,12 NE,Calle 77 entre Calle 10 NE y Calle 12 NE,330,Tulipan,2.3
Calle,77,Calle,12 NE,Calle,14 NE,Calle 77 entre Calle 12 NE y Calle 14 NE,320,Tulipan,2.2
Calle,77,Calle,14 NE,Calle,16 NE,Calle 77 entre Calle 14 NE y Calle 16 NE,310,Tulipan,2.1
Calle,77,Calle,16 NE,Calle,18 NE,Calle 77 entre Calle 16 NE y Calle 18 NE,300,Tulipan,2
Calle,77,Avenida,32,Avenida,34,Calle 77 entre Avenida 32 y Avenida 34,320,Junco Sur,2.2
Calle,79,Avenida,28,Avenida,28A,Calle 79 entre Avenida 28 y Avenida 28A,280,Junco Sur,1.8
Calle,79,Avenida,28,Avenida,30,Calle 79 entre Avenida 28 y Avenida 30,290,Junco Sur,1.9
Calle,79,Avenida,30,Avenida,32,Calle 79 entre Avenida 30 y Avenida 32,300,Junco Sur,2
Calle,79,Avenida,36,Avenida,36A,Calle 79 entre Avenida 36 y Avenida 36A,280,Junco Sur,1.8
Calle,79,Avenida,36A,Avenida,38,Calle 79 entre Avenida 36A y Avenida 38,270,Junco Sur,1.7
Calle,79A,Avenida,34,Avenida,36,Calle 79A entre Avenida 34 y Avenida 36,250,Junco Sur,1.5
Calle,79A,Avenida,36,Avenida,36A,Calle 79A entre Avenida 36 y Avenida 36A,260,Junco Sur,1.6
Calle,79A,Avenida,36A,Avenida,38,Calle 79A entre Avenida 36A y Avenida 38,250,Junco Sur,1.5
Calle,79A,Avenida,38,Avenida,40,Calle 79A entre Avenida 38 y Avenida 40,240,Junco Sur,1.4
Calle,79A,Avenida,40,Avenida,42,Calle 79A entre Avenida 40 y Avenida 42,230,Junco Sur,1.3
Calle,79,Avenida,42,Avenida,48,Calle 79 entre Avenida 42 y Avenida 48,220,Junco Sur,1.2
Calle,79,Avenida,56,Avenida,58,Calle 79 entre Avenida 56 y Avenida 58,290,Tulipan,1.9
Calle,79,Avenida,58,Avenida,60,Calle 79 entre Avenida 58 y Avenida 60,290,Tulipan,1.9
Calle,79,Avenida,60,Avenida,62,Calle 79 entre Avenida 60 y Avenida 62,300,Tulipan,2
Calle,79,Avenida,62,Avenida,64A,Calle 79 entre Avenida 62 y Avenida 64A,310,Tulipan,2.1
Calle,79,Avenida,64A,Calle,20 NE,Calle 79 entre Avenida 64A y Calle 20 NE,320,Tulipan,2.2
Calle,79,Calle,4 NE,Calle,6 NE,Calle 79 entre Calle 4 NE y Calle 6 NE,390,Tulipan,2.9
Calle,79,Calle,6 NE,Calle,8 NE,Calle 79 entre Calle 6 NE y Calle 8 NE,380,Tulipan,2.8
Calle,79,Calle,8 NE,Calle,10 NE,Calle 79 entre Calle 8 NE y Calle 10 NE,370,Tulipan,2.7
Calle,79,Calle,10 NE,Calle,12 NE,Calle 79 entre Calle 10 NE y Calle 12 NE,360,Tulipan,2.6
Calle,79,Calle,12 NE,Calle,14 NE,Calle 79 entre Calle 12 NE y Calle 14 NE,350,Tulipan,2.5
Calle,79,Calle,14 NE,Calle,16 NE,Calle 79 entre Calle 14 NE y Calle 16 NE,340,Tulipan,2.4
Calle,79,Calle,16 NE,Calle,18 NE,Calle 79 entre Calle 16 NE y Calle 18 NE,330,Tulipan,2.3
Calle,79,Calle,18 NE,Calle,20 NE,Calle 79 entre Calle 18 NE y Calle 20 NE,320,Tulipan,2.2
Calle,79,Avenida,64,Calle,4 NE,Calle 79 entre Avenida 64 y Calle 4 NE,400,Tulipan,3
Calle,81,Avenida,28A,Avenida,30,Calle 81 entre Avenida 28A y Avenida 30,310,Junco Sur,2.1
Calle,81,Avenida,30,Avenida,32,Calle 81 entre Avenida 30 y Avenida 32,300,Junco Sur,2
Calle,81,Avenida,32,Avenida,34,Calle 81 entre Avenida 32 y Avenida 34,290,Junco Sur,1.9
Calle,81,Avenida,34,Avenida,36,Calle 81 entre Avenida 34 y Avenida 36,280,Junco Sur,1.8
Calle,81,Avenida,36,Avenida,36A,Calle 81 entre Avenida 36 y Avenida 36A,270,Junco Sur,1.7
Calle,81,Avenida,36A,Avenida,38,Calle 81 entre Avenida 36A y Avenida 38,260,Junco Sur,1.6
Calle,81,Avenida,38,Avenida,40,Calle 81 entre Avenida 38 y Avenida 40,250,Junco Sur,1.5
Calle,81,Avenida,40,Avenida,42,Calle 81 entre Avenida 40 y Avenida 42,240,Junco Sur,1.4
Calle,81,Avenida,56,Avenida,58,Calle 81 entre Avenida 56 y Avenida 58,300,Tulipan,2
Calle,81,Avenida,58,Avenida,60,Calle 81 entre Avenida 58 y Avenida 60,300,Tulipan,2
Calle,81,Avenida,60,Avenida,62,Calle 81 entre Avenida 60 y Avenida 62,310,Tulipan,2.1
Calle,81,Avenida,62,Avenida,64A,Calle 81 entre Avenida 62 y Avenida 64A,320,Tulipan,2.2
Calle,81,Avenida,64A,Calle,22 NE,Calle 81 entre Avenida 64A y Calle 22 NE,330,Tulipan,2.3
Calle,81,Calle,4 NE,Calle,6 NE,Calle 81 entre Calle 4 NE y Calle 6 NE,390,Tulipan,2.9
Calle,81,Calle,6 NE,Calle,8 NE,Calle 81 entre Calle 6 NE y Calle 8 NE,380,Tulipan,2.8
Calle,81,Calle,8 NE,Calle,10 NE,Calle 81 entre Calle 8 NE y Calle 10 NE,370,Tulipan,2.7
Calle,81,Calle,10 NE,Calle,12 NE,Calle 81 entre Calle 10 NE y Calle 12 NE,360,Tulipan,2.6
Calle,81,Calle,12 NE,Calle,14 NE,Calle 81 entre Calle 12 NE y Calle 14 NE,350,Tulipan,2.5
Calle,81,Calle,14 NE,Calle,16 NE,Calle 81 entre Calle 14 NE y Calle 16 NE,340,Tulipan,2.4
Calle,81,Calle,16 NE,Calle,18 NE,Calle 81 entre Calle 16 NE y Calle 18 NE,330,Tulipan,2.3
Calle,81,Calle,18 NE,Calle,20 NE,Calle 81 entre Calle 18 NE y Calle 20 NE,320,Tulipan,2.2
Calle,81,Calle,20 NE,Calle,22 NE,Calle 81 entre Calle 20 NE y Calle 22 NE,310,Tulipan,2.1
Calle,83,Avenida,30,Avenida,32,Calle 83 entre Avenida 30 y Avenida 32,310,Junco Sur,2.1
Calle,83,Avenida,32,Avenida,34,Calle 83 entre Avenida 32 y Avenida 34,300,Junco Sur,2
Calle,83,Avenida,56,Avenida,58,Calle 83 entre Avenida 56 y Avenida 58,310,Tulipan,2.1
Calle,83,Avenida,58,Avenida,60,Calle 83 entre Avenida 58 y Avenida 60,310,Tulipan,2.1
Calle,83,Avenida,60,Avenida,62,Calle 83 entre Avenida 60 y Avenida 62,300,Tulipan,2
Calle,83,Avenida,62,Avenida,64A,Calle 83 entre Avenida 62 y Avenida 64A,290,Tulipan,1.9
Calle,83,Avenida,64,Calle,2 NE,Calle 83 entre Avenida 64 y Calle 2 NE,410,Tulipan,3.1
Calle,83,Calle,2 NE,Calle,4 NE,Calle 83 entre Calle 2 NE y Calle 4 NE,400,Tulipan,3
Calle,83,Calle,4 NE,Calle,6 NE,Calle 83 entre Calle 4 NE y Calle 6 NE,380,Tulipan,2.8
Calle,83,Calle,6 NE,Calle,8 NE,Calle 83 entre Calle 6 NE y Calle 8 NE,370,Tulipan,2.7
Calle,83,Calle,8 NE,Calle,10 NE,Calle 83 entre Calle 8 NE y Calle 10 NE,360,Tulipan,2.6
Calle,83,Calle,10 NE,Calle,12 NE,Calle 83 entre Calle 10 NE y Calle 12 NE,340,Tulipan,2.4
Calle,83,Calle,12 NE,Calle,14 NE,Calle 83 entre Calle 12 NE y Calle 14 NE,340,Tulipan,2.4
Calle,83,Calle,14 NE,Calle,16 NE,Calle 83 entre Calle 14 NE y Calle 16 NE,330,Tulipan,2.3
Calle,83,Calle,16 NE,Calle,18 NE,Calle 83 entre Calle 16 NE y Calle 18 NE,330,Tulipan,2.3
Calle,83,Calle,18 NE,Calle,20 NE,Calle 83 entre Calle 18 NE y Calle 20 NE,350,Tulipan,2.5
Calle,83,Calle,20 NE,Calle,22 NE,Calle 83 entre Calle 20 NE y Calle 22 NE,340,Tulipan,2.4
Calle,83A,Avenida,70,Avenida,72,Calle 83A entre Avenida 70 y Avenida 72,550,Buena Vista,4.5
Calle,83A,Avenida,72,Avenida,76,Calle 83A entre Avenida 72 y Avenida 76,560,Buena Vista,4.6
Calle,83,Avenida,70,Avenida,72,Calle 83 entre Avenida 70 y Avenida 72,410,Pueblo Grifo ,3.1
Calle,85,Avenida,32,Avenida,34,Calle 85 entre Avenida 32 y Avenida 34,320,Junco Sur,2.2
Calle,85,Avenida,34,Avenida,36,Calle 85 entre Avenida 34 y Avenida 36,310,Junco Sur,2.1
Calle,85,Avenida,56,Avenida,58,Calle 85 entre Avenida 56 y Avenida 58,320,Tulipan,2.2
Calle,85,Avenida,58,Avenida,60,Calle 85 entre Avenida 58 y Avenida 60,320,Tulipan,2.2
Calle,85,Avenida,60,Avenida,62,Calle 85 entre Avenida 60 y Avenida 62,330,Tulipan,2.3
Calle,85,Avenida,62,Avenida,64A,Calle 85 entre Avenida 62 y Avenida 64A,340,Tulipan,2.4
Calle,85,Avenida,64A,Calle,22 NE,Calle 85 entre Avenida 64A y Calle 22 NE,350,Tulipan,2.5
Calle,85,Calle,2 NE ,Calle,4 NE,Calle 85 entre Calle 2 NE  y Calle 4 NE,450,Tulipan,3.5
Calle,85,Calle,4 NE,Calle,6 NE ,Calle 85 entre Calle 4 NE y Calle 6 NE ,440,Tulipan,3.4
Calle,85,Calle,6 NE ,Calle,8 NE ,Calle 85 entre Calle 6 NE  y Calle 8 NE ,430,Tulipan,3.3
Calle,85,Calle,8 NE ,Calle,10 NE ,Calle 85 entre Calle 8 NE  y Calle 10 NE ,420,Tulipan,3.2
Calle,85,Calle,10 NE ,Calle,12 NE ,Calle 85 entre Calle 10 NE  y Calle 12 NE ,410,Tulipan,3.1
Calle,85,Calle,12 NE ,Calle,14 NE ,Calle 85 entre Calle 12 NE  y Calle 14 NE ,400,Tulipan,3
Calle,85,Calle,14 NE ,Calle,16 NE ,Calle 85 entre Calle 14 NE  y Calle 16 NE ,390,Tulipan,2.9
Calle,85,Calle,16 NE ,Calle,18 NE ,Calle 85 entre Calle 16 NE  y Calle 18 NE ,380,Tulipan,2.8
Calle,85,Calle,18 NE ,Calle,20 NE ,Calle 85 entre Calle 18 NE  y Calle 20 NE ,370,Tulipan,2.7
Calle,85,Calle,20 NE ,Calle,22 NE,Calle 85 entre Calle 20 NE  y Calle 22 NE,360,Tulipan,2.6
Calle,85,Avenida,64,Calle,2 NE,Calle 85 entre Avenida 64 y Calle 2 NE,460,Tulipan,3.6
Calle,85,Calle,113,Calle,ALMACENES DEL MIEDO,Calle 85 entre Calle 113 y Calle ALMACENES DEL MIEDO,500,Almacenes,4
Calle,87,Avenida,28,Avenida,30,Calle 87 entre Avenida 28 y Avenida 30,350,Junco Sur,2.5
Calle,87,Avenida,30,Avenida,32,Calle 87 entre Avenida 30 y Avenida 32,340,Junco Sur,2.4
Calle,87,Avenida,56,Avenida,58,Calle 87 entre Avenida 56 y Avenida 58,330,Tulipan,2.3
Calle,87,Avenida,58,Avenida,60,Calle 87 entre Avenida 58 y Avenida 60,330,Tulipan,2.3
Calle,87,Avenida,60,Avenida,62,Calle 87 entre Avenida 60 y Avenida 62,340,Tulipan,2.4
Calle,87,Avenida,62,Avenida,64A,Calle 87 entre Avenida 62 y Avenida 64A,350,Tulipan,2.5
Calle,87,Avenida,64A,Calle,24 NE,Calle 87 entre Avenida 64A y Calle 24 NE,360,Tulipan,2.6
Calle,87,Calle,2 NE,Calle,4 NE,Calle 87 entre Calle 2 NE y Calle 4 NE,460,Tulipan,3.6
Calle,87,Calle,4 NE,Calle,6 NE,Calle 87 entre Calle 4 NE y Calle 6 NE,450,Tulipan,3.5
Calle,87,Calle,6 NE,Calle,8 NE,Calle 87 entre Calle 6 NE y Calle 8 NE,440,Tulipan,3.4
Calle,87,Calle,8 NE,Calle,10 NE,Calle 87 entre Calle 8 NE y Calle 10 NE,430,Tulipan,3.3
Calle,87,Calle,10 NE,Calle,12 NE,Calle 87 entre Calle 10 NE y Calle 12 NE,420,Tulipan,3.2
Calle,87,Calle,12 NE,Calle,14 NE,Calle 87 entre Calle 12 NE y Calle 14 NE,410,Tulipan,3.1
Calle,87,Calle,14 NE,Calle,16 NE,Calle 87 entre Calle 14 NE y Calle 16 NE,400,Tulipan,3
Calle,87,Calle,16 NE,Calle,18 NE,Calle 87 entre Calle 16 NE y Calle 18 NE,390,Tulipan,2.9
Calle,87,Calle,18 NE,Calle,20 NE,Calle 87 entre Calle 18 NE y Calle 20 NE,380,Tulipan,2.8
Calle,87,Calle,20 NE,Calle,22 NE,Calle 87 entre Calle 20 NE y Calle 22 NE,370,Tulipan,2.7
Calle,87,Calle,22 NE,Calle,24 NE,Calle 87 entre Calle 22 NE y Calle 24 NE,360,Tulipan,2.6
Calle,87,Avenida,64,Calle,2 NE,Calle 87 entre Avenida 64 y Calle 2 NE,470,Tulipan,3.7
Calle,87,Avenida,64,Avenida,66,Calle 87 entre Avenida 64 y Avenida 66,390,Buena Vista,2.9
Calle,87,Avenida,66,Avenida,68,Calle 87 entre Avenida 66 y Avenida 68,400,Buena Vista,3
